id,legislativeSubject,policyArea
hr5539,Health care costs and insurance,
hr5539,Medicare,
hr5539,Prescription drugs,
hr5539,,Health
hr554,Asia,
hr554,"Bank accounts, deposits, capital",
hr554,Banking and financial institutions regulation,
hr554,China,
hr554,Congressional oversight,
hr554,"Diplomacy, foreign officials, Americans abroad",
hr554,Foreign and international banking,
hr554,Fraud offenses and financial crimes,
hr554,Military operations and strategy,
hr554,Taiwan,
hr554,,Finance and Financial Sector
hr5540,,Families
hr5541,Administrative remedies,
hr5541,Health care coverage and access,
hr5541,Health personnel,
hr5541,"Health technology, devices, supplies",
hr5541,Intergovernmental relations,
hr5541,Licensing and registrations,
hr5541,Mental health,
hr5541,,Health
hr5542,,International Affairs
hr5543,,Economics and Public Finance
hr5544,,Economics and Public Finance
hr5545,,International Affairs
hr5546,,Taxation
hr5547,Genetics,
hr5547,Medicare,
hr5547,Prescription drugs,
hr5547,,Health
hr5548,,Economics and Public Finance
hr5549,,Finance and Financial Sector
hr555,Congressional oversight,
hr555,Government studies and investigations,
hr555,"Health technology, devices, supplies",
hr555,Immunology and vaccination,
hr555,Industrial facilities,
hr555,Manufacturing,
hr555,Materials,
hr555,"Military procurement, research, weapons development",
hr555,Public contracts and procurement,
hr555,Strategic materials and reserves,
hr555,,Government Operations and Politics
hr5550,,International Affairs
hr5551,,Energy
hr5552,,Transportation and Public Works
hr5553,,Native Americans
hr5554,"Food supply, safety, and labeling",
hr5554,Hazardous wastes and toxic substances,
hr5554,Pest management,
hr5554,,Health
hr5555,Administrative law and regulatory procedures,
hr5555,Department of Health and Human Services,
hr5555,Health care costs and insurance,
hr5555,Health care coverage and access,
hr5555,"Health technology, devices, supplies",
hr5555,Medicare,
hr5555,,Health
hr5556,,Commerce
hr5557,,International Affairs
hr5558,,Public Lands and Natural Resources
hr5559,,Armed Forces and National Security
hr556,Asia,
hr556,China,
hr556,Congressional oversight,
hr556,Currency,
hr556,Digital media,
hr556,Foreign and international banking,
hr556,International monetary system and foreign exchange,
hr556,,Foreign Trade and International Finance
hr5560,,Immigration
hr5561,,Emergency Management
hr5562,,Education
hr5563,,Labor and Employment
hr5564,,Taxation
hr5565,,International Affairs
hr5566,,Law
hr5567,,Education
hr5568,Child health,
hr5568,Congressional oversight,
hr5568,Dental care,
hr5568,"Drug, alcohol, tobacco use",
hr5568,Employment and training programs,
hr5568,Government information and archives,
hr5568,Health care coverage and access,
hr5568,Health information and medical records,
hr5568,Health personnel,
hr5568,Health programs administration and funding,
hr5568,Health promotion and preventive care,
hr5568,Hospital care,
hr5568,Inflation and prices,
hr5568,Intergovernmental relations,
hr5568,"Internet, web applications, social media",
hr5568,Medicaid,
hr5568,Medical education,
hr5568,Nutrition and diet,
hr5568,Performance measurement,
hr5568,Poverty and welfare assistance,
hr5568,Right of privacy,
hr5568,Rural conditions and development,
hr5568,Sales and excise taxes,
hr5568,Sex and reproductive health,
hr5568,State and local government operations,
hr5568,Taxation of foreign income,
hr5568,Women's health,
hr5568,,Health
hr5569,,Agriculture and Food
hr557,,International Affairs
hr5570,,International Affairs
hr5571,,Economics and Public Finance
hr5572,,Labor and Employment
hr5573,,Crime and Law Enforcement
hr5574,,Taxation
hr5575,Cardiovascular and respiratory health,
hr5575,Chemical and biological weapons,
hr5575,"Drug safety, medical device, and laboratory regulation",
hr5575,Drug therapy,
hr5575,Emergency medical services and trauma care,
hr5575,"Health technology, devices, supplies",
hr5575,Infectious and parasitic diseases,
hr5575,Manufacturing,
hr5575,Medical tests and diagnostic methods,
hr5575,Military medicine,
hr5575,"Military procurement, research, weapons development",
hr5575,Nuclear weapons,
hr5575,Public contracts and procurement,
hr5575,Strategic materials and reserves,
hr5575,Trade agreements and negotiations,
hr5575,Veterans' medical care,
hr5575,Worker safety and health,
hr5575,,Health
hr5576,,Commerce
hr5577,Assault and harassment offenses,
hr5577,Civil actions and liability,
hr5577,Crimes against property,
hr5577,"Criminal investigation, prosecution, interrogation",
hr5577,Criminal procedure and sentencing,
hr5577,Family planning and birth control,
hr5577,Health facilities and institutions,
hr5577,Religion,
hr5577,Sex and reproductive health,
hr5577,Women's health,
hr5577,,Crime and Law Enforcement
hr5578,,Labor and Employment
hr5579,,Armed Forces and National Security
hr558,,International Affairs
hr5580,,Taxation
hr5581,,Health
hr5582,,Environmental Protection
hr5583,,Agriculture and Food
hr5584,Child health,
hr5584,Health care costs and insurance,
hr5584,Medicaid,
hr5584,State and local government operations,
hr5584,,Health
hr5585,Border security and unlawful immigration,
hr5585,Congressional oversight,
hr5585,"Criminal investigation, prosecution, interrogation",
hr5585,Criminal procedure and sentencing,
hr5585,Immigration status and procedures,
hr5585,Motor vehicles,
hr5585,,Crime and Law Enforcement
hr5586,,Crime and Law Enforcement
hr5587,,Congress
hr5588,,Education
hr5589,,Agriculture and Food
hr559,,Agriculture and Food
hr5590,,Congress
hr5591,,Economics and Public Finance
hr5592,Alternative treatments,
hr5592,Drug therapy,
hr5592,Drug trafficking and controlled substances,
hr5592,Intergovernmental relations,
hr5592,State and local government operations,
hr5592,,Crime and Law Enforcement
hr5593,,Foreign Trade and International Finance
hr5594,,Government Operations and Politics
hr5595,,Government Operations and Politics
hr5596,,Armed Forces and National Security
hr5597,,Armed Forces and National Security
hr5598,Child health,
hr5598,"Drug, alcohol, tobacco use",
hr5598,Health programs administration and funding,
hr5598,Health promotion and preventive care,
hr5598,Mental health,
hr5598,,Health
hr5599,,Emergency Management
hr56,Administrative law and regulatory procedures,
hr56,Animal protection and human-animal relationships,
hr56,Child health,
hr56,Child safety and welfare,
hr56,Correctional facilities and imprisonment,
hr56,Crime victims,
hr56,Criminal procedure and sentencing,
hr56,Domestic violence and child abuse,
hr56,Drug trafficking and controlled substances,
hr56,Employment and training programs,
hr56,Human trafficking,
hr56,Juvenile crime and gang violence,
hr56,Mental health,
hr56,National and community service,
hr56,Sex offenses,
hr56,"Social work, volunteer service, charitable organizations",
hr56,U.S. Sentencing Commission,
hr56,,Crime and Law Enforcement
hr560,Administrative law and regulatory procedures,
hr560,Foreign labor,
hr560,Immigration status and procedures,
hr560,Northern Mariana Islands,
hr560,,Immigration
hr5600,,Emergency Management
hr5601,Business records,
hr5601,Census and government statistics,
hr5601,Child health,
hr5601,Congressional oversight,
hr5601,Criminal procedure and sentencing,
hr5601,Department of Justice,
hr5601,Drug trafficking and controlled substances,
hr5601,"Drug, alcohol, tobacco use",
hr5601,Educational facilities and institutions,
hr5601,Elementary and secondary education,
hr5601,Executive agency funding and structure,
hr5601,Government information and archives,
hr5601,Government lending and loan guarantees,
hr5601,Government studies and investigations,
hr5601,Government trust funds,
hr5601,Health programs administration and funding,
hr5601,Immigration status and procedures,
hr5601,Licensing and registrations,
hr5601,Poverty and welfare assistance,
hr5601,Roads and highways,
hr5601,Sales and excise taxes,
hr5601,School administration,
hr5601,Small business,
hr5601,State and local government operations,
hr5601,Transportation safety and security,
hr5601,Worker safety and health,
hr5601,,Crime and Law Enforcement
hr5602,,Finance and Financial Sector
hr5603,,Education
hr5604,,Agriculture and Food
hr5605,,Immigration
hr5606,,Energy
hr5607,,Taxation
hr5608,"Bank accounts, deposits, capital",
hr5608,Government information and archives,
hr5608,Health care costs and insurance,
hr5608,Health information and medical records,
hr5608,,Health
hr5609,,Government Operations and Politics
hr561,Abortion,
hr561,Child health,
hr561,Correctional facilities and imprisonment,
hr561,Detention of persons,
hr561,"Government employee pay, benefits, personnel management",
hr561,Health care costs and insurance,
hr561,Health care coverage and access,
hr561,Health programs administration and funding,
hr561,Immigrant health and welfare,
hr561,Indian social and development programs,
hr561,Medicaid,
hr561,Medicare,
hr561,Military medicine,
hr561,Military personnel and dependents,
hr561,Minority health,
hr561,Peace Corps,
hr561,Poverty and welfare assistance,
hr561,"Refugees, asylum, displaced persons",
hr561,"Social work, volunteer service, charitable organizations",
hr561,State and local government operations,
hr561,Veterans' medical care,
hr561,,Health
hr5610,,Armed Forces and National Security
hr5611,Administrative law and regulatory procedures,
hr5611,Department of Health and Human Services,
hr5611,Health care costs and insurance,
hr5611,Health care coverage and access,
hr5611,"Health technology, devices, supplies",
hr5611,Medicare,
hr5611,Telephone and wireless communication,
hr5611,,Health
hr5612,,Economics and Public Finance
hr5613,,International Affairs
hr5614,,Foreign Trade and International Finance
hr5615,Cancer,
hr5615,Drug therapy,
hr5615,Drug trafficking and controlled substances,
hr5615,Health care costs and insurance,
hr5615,Law enforcement administration and funding,
hr5615,"Long-term, rehabilitative, and terminal care",
hr5615,Prescription drugs,
hr5615,Solid waste and recycling,
hr5615,User charges and fees,
hr5615,,Crime and Law Enforcement
hr5616,Civil actions and liability,
hr5616,Gulf of Mexico,
hr5616,Licensing and registrations,
hr5616,"Marine and coastal resources, fisheries",
hr5616,Mining,
hr5616,Oil and gas,
hr5616,,Energy
hr5617,,"Science, Technology, Communications"
hr5618,,Energy
hr5619,,Agriculture and Food
hr562,Administrative law and regulatory procedures,
hr562,Department of Veterans Affairs,
hr562,"Elections, voting, political campaign regulation",
hr562,"Government buildings, facilities, and property",
hr562,Members of Congress,
hr562,,Armed Forces and National Security
hr5620,,Immigration
hr5621,,Agriculture and Food
hr5622,,Agriculture and Food
hr5623,,Emergency Management
hr5624,,Crime and Law Enforcement
hr5625,Advisory bodies,
hr5625,Census and government statistics,
hr5625,Child health,
hr5625,Congressional oversight,
hr5625,Drug therapy,
hr5625,Drug trafficking and controlled substances,
hr5625,"Drug, alcohol, tobacco use",
hr5625,Education programs funding,
hr5625,Elementary and secondary education,
hr5625,Employment and training programs,
hr5625,Government information and archives,
hr5625,Health programs administration and funding,
hr5625,Health promotion and preventive care,
hr5625,Performance measurement,
hr5625,"Teaching, teachers, curricula",
