id,title,congress,number,type,latestActionDate,latestActionText,relationshipType,relationshipIdentifiedBy
hr6623,Main Street Growth Act,118,2068,S,2023-06-21,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",Related bill,CRS
hr6627,A bill to reinstate pilots fired or forced to resign because of a COVID-19 vaccine mandate.,118,3413,S,2023-12-06,"Read twice and referred to the Committee on Commerce, Science, and Transportation.",Identical bill,CRS
hr6627,Securing Growth and Robust Leadership in American Aviation Act,118,3935,HR,2024-05-09,"Passed Senate, under the order of 5/9/2024, having achieved 60 votes in the affirmative with an amendment by Yea-Nay Vote. 88 - 4. Record Vote Number: 162.",Related bill,CRS
hr6629,YouthBuild for the Future Act,118,3426,S,2023-12-06,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Identical bill,CRS
hr663,Native American Child Protection Act,118,2273,S,2023-10-16,Placed on Senate Legislative Calendar under General Orders. Calendar No. 227.,Related bill,CRS
hr663,Native American Child Protection Act,118,2273,S,2023-10-16,Placed on Senate Legislative Calendar under General Orders. Calendar No. 227.,Related bill,House
hr6632,Timely Review of SNAP Online Retailer Applications Act of 2023,118,3442,S,2023-12-07,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",Identical bill,CRS
hr6636,HOPE Act,118,1126,HR,2023-03-03,Referred to the Subcommittee on Health.,Related bill,CRS
hr6636,Woman’s Right To Know Act,118,7044,HR,2024-01-19,Referred to the Subcommittee on Health.,Related bill,CRS
hr6636,Woman’s Right To Know Act,118,3609,S,2024-01-18,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Related bill,CRS
hr6643,Inclusive Democracy Act of 2023,118,3423,S,2023-12-06,Read twice and referred to the Committee on the Judiciary.,Identical bill,CRS
hr6645,DEFUND Act of 2023,118,3428,S,2023-12-06,Read twice and referred to the Committee on Foreign Relations.,Identical bill,CRS
hr6647,A bill to strengthen the United States Interagency Council on Homelessness.,118,735,S,2024-03-12,"Committee on Banking, Housing, and Urban Affairs. Hearings held.",Related bill,CRS
hr6648,Keeping Housing Affordable in Forgotten Communities Act,118,3350,S,2023-11-28,Read twice and referred to the Committee on Environment and Public Works.,Identical bill,CRS
hr6650,Community Development Investment Tax Credit Act of 2023,118,2963,S,2023-09-28,Read twice and referred to the Committee on Finance.,Identical bill,CRS
hr6652,LGBTQI Business Equal Credit Enforcement and Investment Act,118,3421,S,2023-12-06,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",Identical bill,CRS
hr6653,Maintaining and Enhancing Hydroelectricity and River Restoration Act of 2023,118,2994,S,2023-09-28,Read twice and referred to the Committee on Finance.,Identical bill,CRS
hr6653,Working Waterfronts Act of 2024,118,3785,S,2024-02-08,Read twice and referred to the Committee on Finance.,Related bill,CRS
hr6654,Farewell to Foam Act of 2023,118,3440,S,2023-12-07,"Read twice and referred to the Committee on Commerce, Science, and Transportation.",Identical bill,CRS
hr6655,One Door to Work Act,118,6274,HR,2023-11-07,Referred to the House Committee on Education and the Workforce.,Related bill,CRS
hr6655,One Door to Work Act,118,3825,S,2024-02-28,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Related bill,CRS
hr6655,Building Youth Workforce Skills Act,118,5649,HR,2023-09-21,Referred to the House Committee on Education and the Workforce.,Related bill,CRS
hr6658,SAFE Home Act,118,3438,S,2023-12-07,Read twice and referred to the Committee on Finance.,Identical bill,CRS
hr666,Access to Counsel Act of 2023,118,342,S,2023-02-09,Read twice and referred to the Committee on the Judiciary. (Sponsor introductory remarks on measure: CR S317),Related bill,CRS
hr6663,Kid PROOF Act of 2023,118,3364,S,2023-11-30,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Identical bill,CRS
hr6668,No Taxpayer Dollars for Communist China COVID Tests Act,118,3454,S,2023-12-07,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Identical bill,CRS
hr6669,National Defense Authorization Act for Fiscal Year 2024,118,2670,HR,2023-12-22,Became Public Law No: 118-31.,Related bill,CRS
hr6669,Supporting Americans Wrongfully or Unlawfully Detained Abroad Act of 2023,118,509,S,2023-03-09,Placed on Senate Legislative Calendar under General Orders. Calendar No. 27.,Related bill,CRS
hr6669,National Defense Authorization Act for Fiscal Year 2024,118,2226,S,2023-07-27,Senate ordered measure printed as passed.,Related bill,CRS
hr6675,Rehabilitation and Recovery During Incarceration Act,118,3451,S,2023-12-07,Read twice and referred to the Committee on Finance.,Identical bill,CRS
hr6676,National Defense Authorization Act for Fiscal Year 2024,118,2670,HR,2023-12-22,Became Public Law No: 118-31.,Related bill,CRS
hr6676,A bill to require reporting on sexual assault in surveys.,118,2509,S,2023-07-26,Read twice and referred to the Committee on Armed Services.,Related bill,CRS
hr6678,"Providing for consideration of the bill (H.R. 5585) to impose criminal and immigration penalties for intentionally fleeing a pursuing Federal officer while operating a motor vehicle; providing for consideration of the bill (H.R. 6678) to amend the Immigration and Nationality Act to provide that aliens who have been convicted of or who have committed Social Security fraud are inadmissible and deportable; providing for consideration of the bill (H.R. 6679) to amend the Immigration and Nationality Act with respect to aliens who carried out, participated in, planned, financed, supported, or otherwise facilitated the attacks against Israel; and providing for consideration of the bill (H.R. 6976) to amend the Immigration and Nationality Act to provide that aliens who have been convicted of or who have committed an offense for driving while intoxicated or impaired are inadmissible and deportable.",118,980,HRES,2024-01-30,Motion to reconsider laid on the table Agreed to without objection.,Related bill,House
hr6678,"Providing for consideration of the bill (H.R. 5585) to impose criminal and immigration penalties for intentionally fleeing a pursuing Federal officer while operating a motor vehicle; providing for consideration of the bill (H.R. 6678) to amend the Immigration and Nationality Act to provide that aliens who have been convicted of or who have committed Social Security fraud are inadmissible and deportable; providing for consideration of the bill (H.R. 6679) to amend the Immigration and Nationality Act with respect to aliens who carried out, participated in, planned, financed, supported, or otherwise facilitated the attacks against Israel; and providing for consideration of the bill (H.R. 6976) to amend the Immigration and Nationality Act to provide that aliens who have been convicted of or who have committed an offense for driving while intoxicated or impaired are inadmissible and deportable.",118,980,HRES,2024-01-30,Motion to reconsider laid on the table Agreed to without objection.,Procedurally-related,House
hr6679,"Providing for consideration of the bill (H.R. 5585) to impose criminal and immigration penalties for intentionally fleeing a pursuing Federal officer while operating a motor vehicle; providing for consideration of the bill (H.R. 6678) to amend the Immigration and Nationality Act to provide that aliens who have been convicted of or who have committed Social Security fraud are inadmissible and deportable; providing for consideration of the bill (H.R. 6679) to amend the Immigration and Nationality Act with respect to aliens who carried out, participated in, planned, financed, supported, or otherwise facilitated the attacks against Israel; and providing for consideration of the bill (H.R. 6976) to amend the Immigration and Nationality Act to provide that aliens who have been convicted of or who have committed an offense for driving while intoxicated or impaired are inadmissible and deportable.",118,980,HRES,2024-01-30,Motion to reconsider laid on the table Agreed to without objection.,Related bill,House
hr6679,"Providing for consideration of the bill (H.R. 5585) to impose criminal and immigration penalties for intentionally fleeing a pursuing Federal officer while operating a motor vehicle; providing for consideration of the bill (H.R. 6678) to amend the Immigration and Nationality Act to provide that aliens who have been convicted of or who have committed Social Security fraud are inadmissible and deportable; providing for consideration of the bill (H.R. 6679) to amend the Immigration and Nationality Act with respect to aliens who carried out, participated in, planned, financed, supported, or otherwise facilitated the attacks against Israel; and providing for consideration of the bill (H.R. 6976) to amend the Immigration and Nationality Act to provide that aliens who have been convicted of or who have committed an offense for driving while intoxicated or impaired are inadmissible and deportable.",118,980,HRES,2024-01-30,Motion to reconsider laid on the table Agreed to without objection.,Procedurally-related,House
hr6681,Renewable Fuel for Ocean-Going Vessels Act,118,3818,S,2024-02-27,Read twice and referred to the Committee on Environment and Public Works.,Related bill,CRS
hr6682,Prohibiting Nationalization of American Companies and Investments Act of 2023,118,3269,S,2023-11-09,Read twice and referred to the Committee on Foreign Relations.,Identical bill,CRS
hr6684,Improving Efficiency to Increase Competition Act,118,3569,S,2024-01-10,Read twice and referred to the Committee on the Judiciary.,Related bill,CRS
hr6686,Workforce Housing Tax Credit Act,118,3436,S,2023-12-07,Read twice and referred to the Committee on Finance.,Related bill,CRS
hr6687,Innovative FEED Act,118,1842,S,2023-06-07,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",Related bill,CRS
hr6687,Animal Drug and Animal Generic Drug User Fee Amendments of 2023,118,1844,S,2023-07-26,Placed on Senate Legislative Calendar under General Orders. Calendar No. 174.,Related bill,CRS
hr669,Restricting First Use of Nuclear Weapons Act of 2023,118,1186,S,2023-04-18,Read twice and referred to the Committee on Foreign Relations.,Identical bill,CRS
hr6696,Eviction Prevention Act of 2023,118,3463,S,2023-12-11,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",Identical bill,CRS
hr6698,Impact Aid Infrastructure Partnership Act,118,2808,S,2023-09-14,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Related bill,CRS
hr6699,End Double Taxation of Successful Consumer Claims Act,118,3459,S,2023-12-11,Read twice and referred to the Committee on Finance.,Identical bill,CRS
hr6706,Hunger Clearinghouse Enhancement Act of 2024,118,3645,S,2024-01-23,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",Related bill,CRS
hr6707,DEEP Act,118,6708,HR,2024-01-02,Referred to the Subcommittee on Water Resources and Environment.,Related bill,CRS
hr6707,DEEP Act,118,3433,S,2023-12-07,Read twice and referred to the Committee on Environment and Public Works.,Related bill,CRS
hr6707,Port Modernization and Supply Chain Protection Act,118,3435,S,2023-12-07,"Read twice and referred to the Committee on Commerce, Science, and Transportation.",Identical bill,CRS
hr6708,DEEP Act,118,3433,S,2023-12-07,Read twice and referred to the Committee on Environment and Public Works.,Identical bill,CRS
hr6708,Port Modernization and Supply Chain Protection Act,118,6707,HR,2023-12-11,Referred to the House Committee on Transportation and Infrastructure.,Related bill,CRS
hr6708,Port Modernization and Supply Chain Protection Act,118,3435,S,2023-12-07,"Read twice and referred to the Committee on Commerce, Science, and Transportation.",Related bill,CRS
hr6709,Incentivizing the Expansion of U.S. Ports Act,118,3434,S,2023-12-07,"Read twice and referred to the Committee on Commerce, Science, and Transportation.",Identical bill,CRS
hr6713,Corporate Crime Database Act of 2023,118,3460,S,2023-12-11,Read twice and referred to the Committee on the Judiciary.,Identical bill,CRS
hr6714,"A bill to provide remote access to court proceedings for victims of the 1988 Bombing of Pan Am Flight 103 over Lockerbie, Scotland.",118,3250,S,2024-01-26,Became Public Law No: 118-37.,Related bill,CRS
hr6716,Healthy MOM Act,118,3509,S,2023-12-13,Read twice and referred to the Committee on Finance.,Related bill,CRS
hr6717,Emergency Conservation Program Improvement Act of 2023,118,231,S,2023-02-02,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",Related bill,CRS
hr6719,"A bill to provide for the conveyance of certain land, Dillard Road, Patoka Lake, Indiana, to the State of Indiana, and for other purposes.",118,3472,S,2023-12-12,Read twice and referred to the Committee on Environment and Public Works.,Identical bill,CRS
hr6720,"A bill to direct the Secretary of Agriculture to establish a grocery, farm, and food worker stabilization grant program.",118,3469,S,2023-12-12,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",Identical bill,CRS
hr6724,Energizing American Shipbuilding Act of 2023,118,3467,S,2023-12-12,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",Identical bill,CRS
hr6727,United States Foundation for International Conservation Act of 2023,118,1298,HR,2023-03-01,Referred to the House Committee on Foreign Affairs.,Related bill,CRS
